id,estado,fecha,nombre,telefono,email,latitud,longitud,tipo_incidencia,comentario
0b292bb7-52bc-4209-87ef-1ce9de9f2cb3,Activo,2024-11-07 11:19:50.632462,jose,612345678,jose@hotmail.com,42.34350830145231,-8.608776537319756,Fuente sin agua,"Hola soy Jose"
afabfdd6-ad52-4ced-964c-2d9da490271b,Inactivo,2024-11-07 11:49:49.849462,borja,612345678,borja@gmail.com,42.437313060926925,-8.643336881491107,Accidente en el camino,"hola esto es la millonésima prueba"
e0c1d683-e2b6-4ae0-b9aa-a7670328108c,Solucionado,2024-11-07 16:37:55.705025,carol,123456789,carol@yahoo.com,42.16967433849035,-8.618763351909553,Desprendimiento de tierra,"Hoy es jueves me voy a casa"
811ca53b-247b-4a03-83bf-eb3dea66bd9b,Activo,2024-11-07 18:49:38.531398,Carolina Rey Conesa,722345666,carolina@gmail.com,42.539479603365216,-8.643950412648582,Incendio,"Se incendió el bosque"
100b491b-b175-44d8-a84f-b2da9362edc2,Activo,2024-11-09 16:38:38.053853,pepe,612345678,pepe@yahoo.com,42.829498721652094,-8.605827142066591,Crecida de río,"crece el río, me mojo"
f1afc216-feb7-4814-ad44-fe7d629088b0,Activo,2024-11-09 16:45:22.583625,pepe,+123 45678322,jose@hdfs.com,42.61665056108672,-8.644694575855718,Animales sueltos,"Un jabalí como un tanque ha cruzado el camino y se ha comido a mi hija, envíen al ejército"
a9cfe2fe-f6a6-4d71-8fe6-205d6a9e0f63,Activo,2024-11-11 19:02:19.978650,pablo,612345678,pablo@gmail.com,42.838718746635834,-8.59361762815303,Accidente en el camino,"Un coche parece haber confundido la curva con una pista de rally. ¡Ahora está parado justo en el medio!"
2f345a89-c1f6-4679-8b99-c618bf1cd4fa,Activo,2024-11-11 19:47:02.344206,lucia,612345678,lucia@hotmail.com,42.82234784935891,-8.609924262312438,Desprendimiento de tierra,"Un trozo de la montaña decidió tomarse unas vacaciones y cayó justo sobre la carretera. ¡Y ahora tenemos un pequeño colapso!"
1b09cb7a-5805-4b2f-b3ba-d02ab5d31bb5,Activo,2024-11-11 20:33:17.623321,carlos,612345678,carlos@gmail.com,42.820773727516666,-8.617189541409935,Incendio,"El fuego en el campo está causando tanto humo que casi parece un concierto de rock. ¡Urgente control de bomberos!"
0b81f544-0456-4a97-8b71-f015fa53972b,Activo,2024-11-11 21:01:48.739023,vero,612345678,vero@hotmail.com,42.50789193884876,-8.649015537065742,Tramo colapsado/cerrado,"La carretera está tan bloqueada por piedras que parece el peor laberinto. ¡Nadie puede pasar!"
82bb74d7-0e72-49ad-bf29-5c013d5f8a2e,Activo,2024-11-12 00:12:31.198567,david,612345678,david@gmail.com,42.303711304223526,-8.606164138060528,Accidente en el camino,"Un camión de helados volcó en medio de la carretera. ¡Todo el barrio está intentando robar un par de paletas!"
3e02ad65-8088-4fef-b8bc-29e0ac4ca788,Activo,2024-11-12 02:13:52.728120,ana,612345678,ana@hotmail.com,42.20045314683149,-8.608668614272636,Desprendimiento de tierra,"Un trozo de tierra decidió deslizarse como si fuera una resbaladilla. Resulta que no era tan divertido para los conductores."
0c7e9ef9-e0d4-4c67-94cd-f61d4c8bb7b2,Activo,2024-11-12 05:08:13.453247,juan,612345678,juan@gmail.com,42.14840098155155,-8.622329178143312,Incendio,"Alguien pensó que sería divertido hacer una fogata... hasta que se les fue de las manos y ahora está todo en llamas. ¡Necesitamos bomberos con rapidez!"
f1b1a957-019b-4f45-8d63-d7c6b963bde9,Activo,2024-11-12 06:41:39.074287,pablo,612345678,pablo@hotmail.com,42.84915420297789,-8.577127124000643,Animales sueltos,"¡Un gallo se escapó del corral! Está cantando como si fuera el rey del barrio. ¡Cuidado al cruzarse con él!"
4c8eaf7f-3d1d-48d9-9604-43e65ab0564d,Activo,2024-11-12 08:21:06.956205,jorge,612345678,jorge@gmail.com,42.040349344448344,-8.644992545906563,Fuente sin agua,"La fuente parece un oasis... sin agua. ¡Y los niños están más secos que nunca!"
f2ab28a6-1c8d-4f68-bf1b-44faba775f16,Activo,2024-11-12 09:33:50.862602,marta,612345678,marta@gmail.com,42.73669058879961,-8.66153385279912,Accidente en el camino,"Un coche se paró justo en medio de la rotonda porque su conductor pensó que era el centro comercial. ¡Estamos todos atrapados!"
5b99b70f-e86a-4e32-9545-13cbf12e04b5,Activo,2024-11-12 10:48:20.592024,jose,612345678,jose@hotmail.com,42.846931840998586,-8.58033915053309,Crecida de río,"El río decidió aumentar de nivel más rápido que nuestra capacidad para hacer planes de contingencia. ¡Agua por todos lados!"
2d173ad1-9d7b-45c5-b5b1-ced1245e56fd,Activo,2024-11-12 11:13:43.529707,roberto,612345678,roberto@gmail.com,42.69750565740189,-8.640922050095101,Desprendimiento de tierra,"Un pedazo de la montaña bajó como si fuera una bola de nieve gigante. ¡Y ahora todo el mundo está de excursión involuntaria!"
3dbca68a-78f4-43b2-b88a-1381c6e5f7a0,Activo,2024-11-12 12:04:58.017553,carla,612345678,carla@hotmail.com,42.42966418679619,-8.643327455257417,Mobiliario deteriorado,"La banca del parque está tan rota que ni el viento quiere sentarse en ella. ¡Eso sí que es estar caído!"
f2497a8f-56e9-4780-8dbf-dcf050cf875b,Activo,2024-11-12 13:09:59.488989,daniel,612345678,daniel@gmail.com,42.731860607208624,-8.661215608645367,Incendio,"El fuego en el monte ha crecido tanto que casi parece el apocalipsis. ¡Mejor que vengan con extintores en vez de con marshmallows!"
5e735bf2-58fd-40b5-88f3-1194a1e7a592,Activo,2024-11-12 14:25:33.306450,roberto,612345678,roberto@hotmail.com,42.817987997492814,-8.621019013491372,Animales sueltos,"Un par de caballos se han escapado de su establo y ahora están paseando como si el mundo fuera suyo. ¡Ni los coches pueden adelantarlos!"
d6f7ec82-67de-44ae-b4d4-e8c124fa59be,Activo,2024-11-12 15:38:29.370224,vero,612345678,vero@gmail.com,42.83569509650957,-8.598800064073645,Accidente en el camino,"Un coche se detuvo en medio del paso de peatones. ¡Parece que los conductores también quieren ser parte del mobiliario urbano!"
a038568e-b9b5-42f9-b1b9-f01325eb9b1f,Activo,2024-11-12 16:09:05.542133,jose,612345678,jose@hotmail.com,42.648255991585025,-8.644717614971771,Tramo colapsado/cerrado,"Un gran trozo de tierra se desplomó como si fuera el final de un mal día. Y ahora todos están buscando un camino alternativo... ¡Que no existe!"
9c8e56b3-9703-4ac4-b376-2bcaffc1d330,Activo,2024-11-12 17:12:43.214007,luisa,612345678,luisa@gmail.com,42.719569330821955,-8.648949966619758,Desprendimiento de tierra,"El terreno decidió irse de paseo por la carretera. ¡Qué cortesía de la naturaleza!"
4c99f9a2-b3d6-4968-9756-e4e7d63c8ed4,Activo,2024-11-12 18:01:57.760834,juan,612345678,juan@hotmail.com,42.55839164874432,-8.637787074888962,Incendio,"El incendio ha hecho tanto humo que parece que estamos en la era de los dinosaurios. ¡No olvidemos el protector solar!"
c6a4c089-bd74-4e18-bf7d-c9c25f1b91d9,Activo,2024-11-12 19:05:47.932509,alba,612345678,alba@gmail.com,42.427159172018335,-8.63946331201424,Accidente en el camino,"Un camión cargado de sandías volcó y ahora hay más sandías por el suelo que en las tiendas. ¡Sigue el caos!"
fc8b6e1f-7f91-4ecf-9b71-dab1b4e876c1,Activo,2024-11-12 20:15:27.215772,pedro,612345678,pedro@yahoo.com,42.36896613175498,-8.624167870941374,Animales sueltos,"Un pato se ha colado en la plaza y no deja que nadie pase. ¡Está en modo “yo soy el jefe aquí”!"
a4f837fc-e6a2-4c35-905b-0159b44b7758,Activo,2024-11-12 21:34:16.247887,carla,612345678,carla@hotmail.com,42.3360948746426,-8.607417368737805,Crecida de río,"El río ha subido tan alto que ahora parece más un lago. ¡Los botes ya están tomando reservas!"
303cde12-9634-4a9c-a9c2-74d0d997f97f,Activo,2024-11-12 22:42:11.784657,ana,612345678,ana@gmail.com,42.300108467758314,-8.608707384348122,Mobiliario deteriorado,"La banca del parque está tan destrozada que parece una obra de arte contemporáneo. ¡Es casi una instalación!"
